Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Spent,Living_With,Children,Family_Size,Is_Parent,Age_Group,Total_Online_Purchases,Total_Store_Purchases
Graduate,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,70,55,Alone,2,3,1,"(60, 70]",2,2
Graduate,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,59,1456,Partner,0,2,0,"(50, 60]",8,12
Undergraduate,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,67,563,Alone,1,2,1,"(60, 70]",7,10
Graduate,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,71,1504,Alone,1,2,1,"(70, 80]",17,5
Graduate,79146.0,1,1,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,58,564,Alone,2,3,1,"(50, 60]",9,8
Graduate,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,62,1125,Partner,0,2,0,"(60, 70]",9,13
Graduate,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,66,358,Partner,1,3,1,"(60, 70]",7,6
Postgraduate,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,54,42,Partner,1,3,1,"(50, 60]",1,3
Graduate,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,61,184,Partner,1,3,1,"(60, 70]",5,3
Graduate,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,42,460,Partner,1,3,1,"(40, 50]",9,5
Postgraduate,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,80,145,Alone,0,1,0,"(70, 80]",4,3
Graduate,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,78,1376,Partner,0,2,0,"(70, 80]",11,13
Postgraduate,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,56,792,Alone,1,2,1,"(50, 60]",14,7
Graduate,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,73,1382,Partner,0,2,0,"(70, 80]",15,7
Undergraduate,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,78,28,Partner,0,2,0,"(70, 80]",1,2
Postgraduate,66835.0,0,0,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,79,1033,Partner,0,2,0,"(70, 80]",10,13
Graduate,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,56,882,Alone,1,2,1,"(50, 60]",10,10
Postgraduate,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,76,2231,Partner,0,2,0,"(70, 80]",8,5
Postgraduate,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,64,1101,Partner,1,3,1,"(60, 70]",11,5
Graduate,44989.0,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,51,369,Partner,1,3,1,"(50, 60]",6,5
Undergraduate,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,45,48,Alone,1,2,1,"(40, 50]",1,3
Postgraduate,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,76,467,Alone,1,2,1,"(70, 80]",8,7
Graduate,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,54,44,Alone,2,3,1,"(50, 60]",2,3
Undergraduate,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,46,38,Alone,2,3,1,"(40, 50]",2,4
Graduate,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,57,81,Partner,2,4,1,"(50, 60]",3,3
Postgraduate,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,54,167,Alone,1,2,1,"(50, 60]",6,2
Postgraduate,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,70,45,Partner,2,4,1,"(60, 70]",1,4
Graduate,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,53,664,Partner,1,3,1,"(50, 60]",11,7
Undergraduate,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,61,622,Partner,1,3,1,"(60, 70]",9,8
Undergraduate,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,46,48,Alone,1,2,1,"(40, 50]",2,3
Graduate,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,50,461,Partner,1,3,1,"(40, 50]",6,8
Graduate,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,48,1073,Partner,1,3,1,"(40, 50]",16,9
Undergraduate,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,39,55,Partner,1,3,1,"(30, 40]",3,3
Graduate,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,69,976,Partner,1,3,1,"(60, 70]",11,12
Postgraduate,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,45,20,Alone,1,2,1,"(40, 50]",1,3
Graduate,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,43,1149,Partner,0,2,0,"(40, 50]",10,6
Undergraduate,28249.0,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,64,43,Partner,0,2,0,"(60, 70]",2,3
Postgraduate,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,50,224,Partner,1,3,1,"(40, 50]",5,3
Postgraduate,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,51,101,Alone,1,2,1,"(50, 60]",3,3
Postgraduate,51012.0,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,79,209,Partner,0,2,0,"(70, 80]",5,4
Graduate,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,40,968,Alone,0,1,0,"(30, 40]",8,12
Postgraduate,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,73,1165,Partner,0,2,0,"(70, 80]",9,7
Graduate,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,58,24,Partner,1,3,1,"(50, 60]",1,3
Graduate,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,70,252,Partner,2,4,1,"(60, 70]",5,6
Graduate,29760.0,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,40,165,Alone,1,2,1,"(30, 40]",4,4
Postgraduate,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,48,269,Partner,0,2,0,"(40, 50]",6,5
Postgraduate,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,52,102,Partner,1,3,1,"(50, 60]",4,2
Undergraduate,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,41,461,Partner,0,2,0,"(40, 50]",5,13
Undergraduate,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,46,47,Alone,1,2,1,"(40, 50]",2,3
Postgraduate,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,49,144,Alone,2,3,1,"(40, 50]",3,4
Graduate,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,57,1338,Partner,0,2,0,"(50, 60]",13,10
Graduate,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,66,917,Partner,1,3,1,"(60, 70]",13,10
Graduate,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,54,318,Partner,2,4,1,"(50, 60]",7,5
Graduate,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,58,253,Alone,2,3,1,"(50, 60]",6,4
Graduate,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,52,502,Partner,1,3,1,"(50, 60]",9,6
Graduate,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,42,119,Partner,1,3,1,"(40, 50]",2,4
Undergraduate,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,46,1250,Partner,2,4,1,"(40, 50]",4,12
Graduate,77298.0,0,1,46,425,115,292,23,35,79,1,6,6,11,3,0,0,0,0,0,0,0,46,969,Partner,1,3,1,"(40, 50]",12,11
Graduate,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,75,76,Partner,2,4,1,"(70, 80]",3,3
Postgraduate,48918.0,1,1,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,62,62,Alone,2,3,1,"(60, 70]",1,4
Undergraduate,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,63,1382,Partner,0,2,0,"(60, 70]",12,13
Graduate,37697.0,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,49,84,Alone,1,2,1,"(40, 50]",3,3
Graduate,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,73,255,Partner,2,4,1,"(70, 80]",6,3
Postgraduate,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,65,43,Partner,2,4,1,"(60, 70]",2,2
Graduate,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,70,398,Alone,1,2,1,"(60, 70]",5,8
Postgraduate,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,48,76,Alone,1,2,1,"(40, 50]",3,3
Graduate,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,61,902,Partner,2,4,1,"(60, 70]",9,4
Undergraduate,75774.0,1,0,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,44,823,Partner,1,3,1,"(40, 50]",12,8
Graduate,78416.0,0,1,99,453,38,279,188,38,183,2,7,7,10,3,0,0,0,0,0,0,0,49,1179,Partner,1,3,1,"(40, 50]",14,10
Graduate,75702.0,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,51,1921,Partner,1,3,1,"(50, 60]",15,13
Postgraduate,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,74,185,Partner,2,4,1,"(70, 80]",4,4
Graduate,37070.0,1,1,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,59,433,Alone,2,3,1,"(50, 60]",6,8
Graduate,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,74,34,Partner,2,4,1,"(70, 80]",2,2
Graduate,53977.0,0,1,21,620,16,165,0,24,82,5,5,5,12,5,0,0,0,0,0,0,0,67,907,Partner,1,3,1,"(60, 70]",10,12
Postgraduate,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,59,416,Alone,2,3,1,"(50, 60]",24,1
Graduate,18701.0,1,1,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,61,44,Alone,2,3,1,"(60, 70]",2,4
Graduate,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,69,1588,Partner,0,2,0,"(60, 70]",10,6
Postgraduate,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,51,1797,Alone,0,1,0,"(50, 60]",8,8
Graduate,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,59,40,Partner,2,4,1,"(50, 60]",1,3
Postgraduate,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,62,1143,Alone,1,2,1,"(60, 70]",8,7
Postgraduate,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,56,914,Partner,0,2,0,"(50, 60]",7,6
Graduate,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,33,1502,Partner,0,2,0,"(30, 40]",5,6
Graduate,72071.0,0,1,4,531,69,300,150,138,150,3,5,4,8,2,0,0,0,0,0,0,0,71,1338,Alone,1,2,1,"(70, 80]",9,8
Postgraduate,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,42,27,Partner,1,3,1,"(40, 50]",1,3
Undergraduate,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,43,763,Partner,1,3,1,"(40, 50]",11,9
Graduate,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,74,1331,Alone,0,1,0,"(70, 80]",12,9
Graduate,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,69,525,Partner,2,4,1,"(60, 70]",8,8
Postgraduate,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,64,9,Partner,2,4,1,"(60, 70]",1,2
Graduate,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,63,953,Partner,1,3,1,"(60, 70]",8,5
Postgraduate,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,54,68,Alone,2,3,1,"(50, 60]",2,3
Postgraduate,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,54,131,Alone,2,3,1,"(50, 60]",3,4
Graduate,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,57,882,Partner,1,3,1,"(50, 60]",8,12
Undergraduate,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,47,1149,Partner,0,2,0,"(40, 50]",14,9
Graduate,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,56,37,Partner,1,3,1,"(50, 60]",2,2
Postgraduate,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,60,388,Alone,1,2,1,"(50, 60]",7,6
Graduate,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,39,1428,Partner,0,2,0,"(30, 40]",10,5
Postgraduate,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,67,1633,Partner,0,2,0,"(60, 70]",14,9
Postgraduate,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,50,173,Partner,1,3,1,"(40, 50]",5,2
Graduate,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,38,99,Alone,1,2,1,"(30, 40]",4,3
Graduate,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,66,215,Partner,1,3,1,"(60, 70]",5,4
Postgraduate,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,63,929,Partner,1,3,1,"(60, 70]",10,13
Graduate,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,51,219,Partner,1,3,1,"(50, 60]",5,4
Graduate,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,48,174,Partner,2,4,1,"(40, 50]",3,5
Graduate,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,47,92,Partner,2,4,1,"(40, 50]",3,3
Postgraduate,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,55,1052,Partner,0,2,0,"(50, 60]",11,13
Graduate,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,68,275,Partner,1,3,1,"(60, 70]",5,6
Undergraduate,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,70,587,Partner,1,3,1,"(60, 70]",11,3
Postgraduate,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,71,1662,Alone,1,2,1,"(70, 80]",13,9
Postgraduate,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,43,159,Partner,1,3,1,"(40, 50]",4,4
Postgraduate,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,72,1024,Alone,0,1,0,"(70, 80]",13,4
Postgraduate,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,57,35,Alone,1,2,1,"(50, 60]",2,3
Postgraduate,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,68,1042,Partner,0,2,0,"(60, 70]",8,6
Postgraduate,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,60,395,Partner,2,4,1,"(50, 60]",8,6
Postgraduate,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,50,557,Partner,0,2,0,"(40, 50]",16,6
Postgraduate,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,62,9,Partner,2,4,1,"(60, 70]",0,0
Graduate,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,35,69,Partner,0,2,0,"(30, 40]",2,3
Postgraduate,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,59,486,Partner,1,3,1,"(50, 60]",9,6
Graduate,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,37,34,Alone,1,2,1,"(30, 40]",1,3
Undergraduate,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,30,1365,Alone,0,1,0,"(20, 30]",15,12
Graduate,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,50,13,Partner,1,3,1,"(40, 50]",1,2
Postgraduate,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,47,1401,Partner,0,2,0,"(40, 50]",10,10
Graduate,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,64,1574,Partner,0,2,0,"(60, 70]",9,4
Postgraduate,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,41,1323,Alone,0,1,0,"(40, 50]",12,7
Postgraduate,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,54,1217,Alone,1,2,1,"(50, 60]",18,10
Postgraduate,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,74,103,Alone,3,4,1,"(70, 80]",2,4
Postgraduate,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,49,84,Partner,0,2,0,"(40, 50]",2,4
Postgraduate,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,53,1536,Partner,0,2,0,"(50, 60]",10,12
Graduate,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,40,581,Partner,1,3,1,"(30, 40]",9,7
Postgraduate,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,59,928,Partner,1,3,1,"(50, 60]",8,5
Undergraduate,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,50,14,Alone,0,1,0,"(40, 50]",1,2
Graduate,61825.0,0,1,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,46,424,Alone,1,2,1,"(40, 50]",6,8
Graduate,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,54,960,Partner,1,3,1,"(50, 60]",9,4
Graduate,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,43,1555,Partner,0,2,0,"(40, 50]",12,7
Graduate,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,52,656,Alone,2,3,1,"(50, 60]",11,7
Postgraduate,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,57,55,Partner,2,4,1,"(50, 60]",3,3
Graduate,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,41,20,Alone,1,2,1,"(40, 50]",1,3
Postgraduate,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,54,367,Partner,1,3,1,"(50, 60]",9,4
Undergraduate,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,48,2257,Partner,0,2,0,"(40, 50]",15,6
Postgraduate,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,58,42,Alone,1,2,1,"(50, 60]",2,3
Graduate,69932.0,0,1,97,412,172,153,150,105,57,2,7,6,11,4,0,0,0,0,0,0,0,61,1049,Alone,1,2,1,"(60, 70]",13,11
Graduate,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,53,48,Alone,2,3,1,"(50, 60]",2,3
Postgraduate,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,77,685,Alone,1,2,1,"(70, 80]",8,11
Graduate,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,73,39,Alone,1,2,1,"(70, 80]",1,3
Undergraduate,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,38,43,Alone,0,1,0,"(30, 40]",1,3
Postgraduate,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,66,835,Alone,0,1,0,"(60, 70]",10,8
Graduate,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,67,1515,Partner,0,2,0,"(60, 70]",10,9
Postgraduate,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,74,1039,Partner,1,3,1,"(70, 80]",14,10
Graduate,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,50,1596,Alone,1,2,1,"(40, 50]",10,13
Postgraduate,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,41,1828,Partner,0,2,0,"(40, 50]",13,4
Postgraduate,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,56,34,Partner,1,3,1,"(50, 60]",2,2
Postgraduate,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,57,149,Alone,1,2,1,"(50, 60]",4,4
Postgraduate,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,56,946,Alone,1,2,1,"(50, 60]",11,11
Postgraduate,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,40,28,Alone,0,1,0,"(30, 40]",2,3
Graduate,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,41,450,Alone,1,2,1,"(40, 50]",8,7
Postgraduate,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,68,46,Partner,2,4,1,"(60, 70]",2,2
Postgraduate,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,54,1702,Alone,0,1,0,"(50, 60]",10,5
Graduate,76532.0,1,1,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,0,50,820,Partner,2,4,1,"(40, 50]",14,7
Graduate,42081.0,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,43,382,Partner,1,3,1,"(40, 50]",9,4
Postgraduate,67546.0,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,37,2126,Partner,0,2,0,"(30, 40]",14,5
Postgraduate,88420.0,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,36,2069,Partner,0,2,0,"(30, 40]",11,8
Graduate,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,40,72,Partner,1,3,1,"(30, 40]",2,3
Graduate,61671.0,0,1,23,641,7,56,0,0,28,8,10,4,6,8,0,1,0,1,0,0,0,57,732,Alone,1,2,1,"(50, 60]",14,6
Graduate,69719.0,0,0,99,273,86,208,177,14,43,1,2,3,5,1,0,0,0,0,0,0,0,51,801,Alone,0,1,0,"(50, 60]",5,5
Graduate,49160.0,0,1,29,122,21,43,25,10,15,2,3,1,6,6,0,0,0,0,0,0,0,76,236,Alone,1,2,1,"(70, 80]",4,6
Undergraduate,24882.0,1,0,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,47,80,Partner,1,3,1,"(40, 50]",2,2
Postgraduate,90933.0,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,71,1685,Alone,0,1,0,"(70, 80]",10,4
Postgraduate,113734.0,0,0,9,6,2,3,1,262,3,0,27,0,0,1,0,0,0,0,0,0,0,80,277,Alone,0,1,0,"(70, 80]",27,0
Postgraduate,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,75,507,Partner,1,3,1,"(70, 80]",8,8
Postgraduate,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,61,68,Partner,2,4,1,"(60, 70]",2,3
Graduate,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,42,49,Alone,0,1,0,"(40, 50]",1,3
Postgraduate,73395.0,0,0,94,272,7,80,20,7,11,1,4,4,6,2,0,0,0,0,0,0,0,38,397,Partner,0,2,0,"(30, 40]",8,6
Graduate,29819.0,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,54,39,Alone,1,2,1,"(50, 60]",3,3
Graduate,45688.0,0,1,20,279,0,18,0,0,9,2,3,1,8,4,0,1,0,0,0,0,0,57,306,Partner,1,3,1,"(50, 60]",4,8
